Title: Lyndebrook              

CSTM 2         0, 0.000000, 0.000000
CSTM 3         0, 0.000000, 0.000000
CSTM 4         0, 0.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 43.934080, -78.960980
2 center, 43.934170, -78.960930
3 back, 43.934270, -78.960850
BACK           0, 0.000000, 0.000000
CSTM 2         0, 0.000000, 0.000000
CSTM 3         0, 0.000000, 0.000000
CSTM 4         0, 0.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 200.000000, 0.000000
2 center, 200.000000, 0.000000
3 back, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 200.000000, 0.000000
2 center, 200.000000, 0.000000
3 back, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 200.000000, 0.000000
2 center, 200.000000, 0.000000
3 back, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 200.000000, 0.000000
2 center, 200.000000, 0.000000
3 back, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 200.000000, 0.000000
2 center, 200.000000, 0.000000
3 back, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 200.000000, 0.000000
2 center, 200.000000, 0.000000
3 back, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 200.000000, 0.000000
2 center, 200.000000, 0.000000
3 back, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 200.000000, 0.000000
2 center, 200.000000, 0.000000
3 back, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 200.000000, 0.000000
2 center, 200.000000, 0.000000
3 back, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

