Title: Lyndebrook              

1 front, 43.933970, -78.959170
2 center, 43.933920, -78.959070
3 back, 43.933870, -78.958880
CSTM 1         0, 0.000000, 0.000000
CSTM 2         0, 0.000000, 0.000000
CSTM 3         0, 0.000000, 0.000000
CSTM 4         0, 0.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 43.934850, -78.958200
2 center, 43.934920, -78.958100
3 back, 43.935000, -78.958000
CSTM 1         0, 0.000000, 0.000000
CSTM 2         0, 0.000000, 0.000000
CSTM 3         0, 0.000000, 0.000000
CSTM 4         0, 0.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 43.934230, -78.955520
2 center, 43.934120, -78.955320
3 back, 43.934030, -78.955180
CSTM 1         0, 0.000000, 0.000000
CSTM 2         0, 0.000000, 0.000000
CSTM 3         0, 0.000000, 0.000000
CSTM 4         0, 0.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 43.932770, -78.957550
2 center, 43.932750, -78.957630
3 back, 43.932680, -78.957650
DL_CTR         0, 43.933620, -78.956780
CSTM 2         0, 0.000000, 0.000000
CSTM 3         0, 0.000000, 0.000000
CSTM 4         0, 0.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 43.932670, -78.955130
2 center, 43.932670, -78.955000
3 back, 43.932630, -78.954850
CSTM 1         0, 0.000000, 0.000000
CSTM 2         0, 0.000000, 0.000000
CSTM 3         0, 0.000000, 0.000000
CSTM 4         0, 0.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 43.932220, -78.955800
2 center, 43.932250, -78.955930
3 back, 43.932250, -78.956180
CSTM 1         0, 0.000000, 0.000000
CSTM 2         0, 0.000000, 0.000000
CSTM 3         0, 0.000000, 0.000000
CSTM 4         0, 0.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 43.932650, -78.959200
2 center, 43.932770, -78.959320
3 back, 43.932830, -78.959500
DL_CTR         0, 43.932350, -78.959020
CSTM 2         0, 0.000000, 0.000000
CSTM 3         0, 0.000000, 0.000000
CSTM 4         0, 0.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000
               0, 200.000000, 0.000000

1 front, 43.933300, -78.960880
2 center, 43.933270, -78.961000
3 back, 43.933270, -78.961130
CSTM 1         0, 0.000000, 0.000000
